t	x
1,169	0,568075474
1,1695	0,667241726
1,17	0,957536915
1,1705	0,393758094
1,171	0,207158285
1,1715	-1,769807408
1,172	0,411628715
1,1725	2,605126873
1,173	0,349212136
1,1735	1,144275055
1,174	0,355680475
1,1745	-0,133230096
1,175	0,423831012
1,1755	-2,151795375
1,176	0,929913358
1,1765	3,303807184
1,177	0,854050072
1,1775	0,786894143
1,178	0,941572353
1,1785	0,115305755
1,179	0,685432675
1,1795	-1,859444821
1,18	0,971057854
1,1805	3,106393323
1,181	0,458398639
1,1815	1,309438476
1,182	0,190620456
1,1825	-0,311547904
1,183	0,366710464
1,1835	-1,433921664
1,184	0,315181345
1,1845	3,353349395
1,185	0,776181478
1,1855	0,873924509
1,186	0,656996937
1,1865	0,236150789
1,187	0,15923207
1,1875	-1,838326873
1,188	0,942885175
1,1885	3,046091803
1,189	0,140867256
1,1895	0,746656162
1,19	0,352886451
1,1905	-0,128533793
1,191	0,492867767
1,1915	-2,038911714
1,192	0,225707753
1,1925	3,213529354
1,193	0,497363923
1,1935	1,145203986
1,194	0,925664155
1,1945	0,24583698
1,195	0,112129912
1,1955	-1,433749698
1,196	0,016748185
1,1965	2,594946249
1,197	0,425321026
1,1975	0,455481445
1,198	0,392131258
1,1985	-0,015083994
1,199	0,643219697
1,1995	-1,562589564
1,2	0,29155218
1,2005	2,503198042
1,201	0,658436166
1,2015	0,425521205
1,202	0,02659513
1,2025	-0,391430316
1,203	0,770782251
1,2035	-1,864579666
1,204	0,326609339
1,2045	2,610248465
1,205	0,728814756
1,2055	0,643780412
1,206	0,236920635
1,2065	0,507677444
1,207	0,615696313
1,2075	-1,718630597
1,208	0,212448299
1,2085	3,220536656
1,209	0,697494277
1,2095	0,596318159
1,21	0,184612247
1,2105	-0,396711425
1,211	0,136437961
1,2115	-1,572659532
1,212	0,498542092
1,2125	3,236953459
1,213	0,696954641
1,2135	1,306220053
1,214	0,911714044
1,2145	-0,22586494
1,215	0,98210441
1,2155	-2,081292805
1,216	0,950943058
1,2165	2,852802361
1,217	0,770518695
1,2175	0,618242305
1,218	0,945651003
1,2185	0,194848307
1,219	0,005430627
1,2195	-2,257390528
1,22	0,150335892
1,2205	3,309748566
1,221	0,411308612
1,2215	0,960670339
1,222	0,19979528
1,2225	-0,316795325
1,223	0,825390538
1,2235	-1,773981466
1,224	0,478576497
1,2245	3,125893683
1,225	0,284795
1,2255	0,990406634
1,226	0,082242559
1,2265	0,133288015
1,227	0,600271087
1,2275	-1,905668517
1,228	0,806109931
1,2285	2,732357034
1,229	0,814473317
1,2295	1,109478473
1,23	0,348325422
1,2305	0,407652879
1,231	0,783429985
1,2315	-1,469001188
1,232	0,045180725
1,2325	3,36567175
1,233	0,204242576
1,2335	1,060706129
1,234	0,042785657
1,2345	-0,301027289
1,235	0,672841255
1,2355	-2,396451368
1,236	0,71879978
1,2365	2,986952094
1,237	0,631958939
1,2375	0,468870474
1,238	0,627252857
1,2385	-0,32032827
1,239	0,075478886
1,2395	-2,031924274
1,24	0,098292767
1,2405	2,598751619
1,241	0,83650849
1,2415	1,165574651
1,242	0,485625649
1,2425	-0,32170889
1,243	0,461620171
1,2435	-2,061908838
1,244	0,063744971
1,2445	2,860526688
1,245	0,74728922
1,2455	0,684986272
1,246	0,870111735
1,2465	-0,040927315
1,247	0,228666441
1,2475	-2,328292724
1,248	0,799264906
1,2485	2,839538044
1,249	0,703957706
1,2495	0,529419749
1,25	0,843720961
1,2505	0,259592613
1,251	0,351288843
1,2515	-1,742046119
1,252	0,493806356
1,2525	3,409953779
1,253	0,498465939
1,2535	0,426732081
1,254	0,335929204
1,2545	-0,133214431
1,255	0,755432649
1,2555	-2,083230672
1,256	0,533958547
1,2565	2,641726243
1,257	0,672098136
1,2575	0,976397866
1,258	0,87224385
1,2585	0,266757239
1,259	0,390925279
1,2595	-1,514626352
1,26	0,634467433
1,2605	2,764268055
1,261	0,145939326
1,2615	0,518126373
1,262	0,019766762
1,2625	-0,077476339
1,263	0,032824975
1,2635	-1,733794588
1,264	0,145280003
1,2645	2,507805284
1,265	0,966072616
1,2655	0,671791876
1,266	0,426642895
1,2665	-0,140293595
1,267	0,534420321
1,2675	-1,53957519
1,268	0,026629696
1,2685	3,208338724
1,269	0,705627852
1,2695	0,621806078
1,27	0,141233567
1,2705	-0,169727249
1,271	0,694929952
1,2715	-1,891614348
1,272	0,668578006
1,2725	2,835693339
1,273	0,000613245
1,2735	0,669240952
1,274	0,513845261
1,2745	0,415506637
1,275	0,59485089
1,2755	-1,476210005
1,276	0,413350353
1,2765	2,975126238
1,277	0,164098803
1,2775	1,378980171
1,278	0,234781227
1,2785	-0,186743905
1,279	0,461813757
1,2795	-2,19787566
1,28	0,97266144
1,2805	3,349180438
1,281	0,54342331
1,2815	0,827421806
1,282	0,375098506
1,2825	0,512242583
1,283	0,763321063
1,2835	-2,288243184
1,284	0,847282872
1,2845	3,372788503
1,285	0,856984615
1,2855	1,116544033
1,286	0,430349518
1,2865	0,512264716
1,287	0,176942321
1,2875	-1,650973919
1,288	0,708553303
1,2885	3,335446487
1,289	0,059056054
1,2895	0,650600713
1,29	0,914878948
1,2905	-0,156267101
1,291	0,152742521
1,2915	-2,242624289
1,292	0,15682516
1,2925	3,227272258
1,293	0,596559307
1,2935	1,317830727
1,294	0,336480449
1,2945	0,182228795
1,295	0,013861199
1,2955	-2,149795447
1,296	0,610282086
1,2965	2,689442241
1,297	0,573280754
1,2975	1,404027254
1,298	0,704234638
1,2985	-0,306354656
1,299	0,77322343
1,2995	-1,632825936
1,3	0,234140573
1,3005	3,131997038
1,301	0,973511219
1,3015	1,122409073
1,302	0,33645508
1,3025	-0,163514481
1,303	0,001884751
1,3035	-1,835706028
1,304	0,406065764
1,3045	3,125378565
1,305	0,316595879
1,3055	0,74310492
1,306	0,482032472
1,3065	0,49152397
1,307	0,823465727
1,3075	-1,631700063
1,308	0,786774602
1,3085	2,949631119
1,309	0,308416916
1,3095	1,19937031
1,31	0,282027457
1,3105	0,360144798
1,311	0,033507997
1,3115	-1,596644351
1,312	0,819816727
1,3125	2,785458994
1,313	0,988690825
1,3135	1,071531869
1,314	0,928098441
1,3145	-0,065150856
1,315	0,551821846
1,3155	-2,162191267
1,316	0,106880474
1,3165	3,394319135
1,317	0,732829661
1,3175	0,821066739
1,318	0,142135411
1,3185	0,222222341
1,319	0,875536941
1,3195	-1,450464425
1,32	0,014411205
1,3205	3,283992528
1,321	0,364761545
1,3215	1,260685856
1,322	0,82204954
1,3225	0,436172124
1,323	0,079513405
1,3235	-1,584969893
1,324	0,051372711
1,3245	3,396095303
1,325	0,317447017
1,3255	1,202091816
1,326	0,013506548
1,3265	-0,413480804
1,327	0,918864709
1,3275	-2,071474729
1,328	0,507624585
1,3285	3,340652159
1,329	0,947068514
1,3295	1,278227446
1,33	0,528657761
1,3305	-0,161306646
1,331	0,941964104
1,3315	-1,73756944
1,332	0,489754243
1,3325	2,975828162
1,333	0,961876305
1,3335	1,010403908
1,334	0,341671584
1,3345	0,240782674
1,335	0,938525855
1,3355	-1,576583977
1,336	0,762373995
1,3365	2,558935619
1,337	0,915776263
1,3375	1,202081902
1,338	0,056390355
1,3385	0,534288067
1,339	0,895980804
1,3395	-2,008882013
1,34	0,285933035
1,3405	2,788547051
1,341	0,823031162
1,3415	0,931064862
1,342	0,602339407
1,3425	-0,317187792
1,343	0,986799897
1,3435	-1,812146234
1,344	0,017549436
1,3445	2,928190754
1,345	0,257195019
1,3455	1,310084302
1,346	0,223916384
1,3465	0,123517481
1,347	0,252520065
1,3475	-1,68654038
1,348	0,714186631
1,3485	3,39759049
1,349	0,785804509
1,3495	1,070490137
1,35	0,222618421
1,3505	-0,076555017
1,351	0,389331388
1,3515	-1,814121781
1,352	0,073583154
1,3525	2,590783029
1,353	0,68798585
1,3535	0,883178646
1,354	0,952150978
1,3545	-0,092045687
1,355	0,569971753
1,3555	-2,150417039
1,356	0,927165114
1,3565	2,616451624
1,357	0,022846627
1,3575	1,173158791
1,358	0,739947525
1,3585	0,517790079
1,359	0,458116852
1,3595	-1,548964684
1,36	0,797586677
1,3605	3,370749958
1,361	0,691348809
1,3615	0,569955567
1,362	0,67769025
1,3625	0,309016645
1,363	0,787100502
1,3635	-1,506883757
1,364	0,514765459
1,3645	3,17669637
1,365	0,604599768
1,3655	1,096469365
1,366	0,867525724
1,3665	-0,00308552
1,367	0,865162807
1,3675	-1,522051434
1,368	0,684552096
1,3685	3,160696081
1,369	0,274981921
1,3695	0,529373301
1,37	0,340222171
1,3705	0,529180561
1,371	0,313960553
1,3715	-1,566464171
1,372	0,153474043
1,3725	3,209384853
1,373	0,536104677
1,3735	0,46384022
1,374	0,866180657
1,3745	0,389721859
1,375	0,541916632
1,3755	-2,148802288
1,376	0,526449422
1,3765	2,900203239
1,377	0,511095086
1,3775	1,249317245
1,378	0,379790934
1,3785	0,294205971
1,379	0,249608389
1,3795	-1,660033251
1,38	0,757696782
1,3805	3,250451435
1,381	0,720130022
1,3815	0,93954811
1,382	0,428948247
1,3825	-0,242843523
1,383	0,861214583
1,3835	-2,338548356
1,384	0,285065321
1,3845	2,8158568
1,385	0,579066446
1,3855	0,828593722
1,386	0,77843393
1,3865	0,344346678
1,387	0,898173405
1,3875	-1,599872302
1,388	0,384966488
1,3885	3,403856366
1,389	0,750898337
1,3895	0,618295884
1,39	0,290433132
1,3905	0,390825826
1,391	0,996636402
1,3915	-1,650454678
1,392	0,627762621
1,3925	2,452498976
1,393	0,465568862
1,3935	1,264487081
1,394	0,57027167
1,3945	0,018039886
1,395	0,243621901
1,3955	-1,957786262
1,396	0,961879597
1,3965	2,652885823
1,397	0,088061083
1,3975	0,980595378
1,398	0,155927519
1,3985	-0,224564289
1,399	0,74348433
1,3995	-1,554304648
1,4	0,582536797
1,4005	3,146721018
1,401	0,695475366
1,4015	0,839129598
1,402	0,67308915
1,4025	0,230565573
1,403	0,075323499
1,4035	-1,768292669
1,404	0,845006355
1,4045	3,103872506
1,405	0,690675248
1,4055	0,886670147
1,406	0,781941328
1,4065	-0,152797687
1,407	0,188146512
1,4075	-1,937164562
1,408	0,286425231
1,4085	2,893360404
1,409	0,816495438
1,4095	0,874017113
1,41	0,291080167
1,4105	-0,160341368
1,411	0,400635057
1,4115	-1,638550962
1,412	0,961727586
1,4125	2,636183665
1,413	0,026798046
1,4135	0,984649622
1,414	0,638606343
1,4145	0,525216888
1,415	0,750462147
1,4155	-2,408443348
1,416	0,583964928
1,4165	2,806080656
1,417	0,131833612
1,4175	1,402276429
1,418	0,65020252
1,4185	0,445392182
1,419	0,085925563
1,4195	-2,257872106
1,42	0,059162748
1,4205	2,6550404
1,421	0,345424245
1,4215	0,908873226
1,422	0,489453896
1,4225	0,468450621
1,423	0,469209469
1,4235	-1,709017875
1,424	0,248165255
1,4245	2,551130753
1,425	0,398894129
1,4255	0,856667664
1,426	0,801422866
1,4265	-0,262357414
1,427	0,513285881
1,4275	-2,095687598
1,428	0,727274847
1,4285	2,852324832
1,429	0,075181537
1,4295	0,610268724
1,43	0,774320074
1,4305	-0,351656711
1,431	0,870455768
1,4315	-1,601703791
1,432	0,397852873
1,4325	3,164747652
1,433	0,723819362
1,4335	1,164420058
1,434	0,027140977
1,4345	0,106111227
1,435	0,668912518
1,4355	-1,535997096
1,436	0,651974171
1,4365	2,540282809
1,437	0,785630683
1,4375	0,570570441
1,438	0,340662437
1,4385	-0,023426727
1,439	0,679448651
1,4395	-1,96409219
1,44	0,290021895
1,4405	3,012197587
1,441	0,027110591
1,4415	0,66710785
1,442	0,799082519
1,4425	0,58141119
1,443	0,173207705
1,4435	-1,491265852
1,444	0,557219812
1,4445	3,085810439
1,445	0,191480598
1,4455	0,508940267
1,446	0,024932742
1,4465	-0,140305103
1,447	0,929813488
1,4475	-1,647904998
1,448	0,294790648
1,4485	3,385769299
1,449	0,539320003
1,4495	0,866225525
1,45	0,764570623
1,4505	-0,095342182
1,451	0,337571599
1,4515	-1,463442049
1,452	0,166183055
1,4525	2,995149728
1,453	0,408500749
1,4535	0,820648956
1,454	0,97005189
1,4545	0,078068304
1,455	0,191743417
1,4555	-2,10741839
1,456	0,031475284
1,4565	3,298587926
1,457	0,719538431
1,4575	0,746851985
1,458	0,967036746
1,4585	-0,116598778
1,459	0,794410985
1,4595	-2,387702772
1,46	0,505260726
1,4605	2,6029215
1,461	0,757695886
1,4615	0,934474256
1,462	0,850305386
1,4625	-0,271044641
1,463	0,666147683
1,4635	-1,704285678
1,464	0,782014854
1,4645	2,738019965
1,465	0,898307196
1,4655	0,712367338
1,466	0,558495165
1,4665	0,098401618
1,467	0,218233719
1,4675	-1,698749588
1,468	0,285567825
1,4685	3,230658434
1,469	0,501346039
1,4695	1,300864184
1,47	0,4146629
1,4705	0,358087829
1,471	0,292126161
1,4715	-2,340294783
1,472	0,971675013
1,4725	3,343787954
1,473	0,458306619
1,4735	0,514454718
1,474	0,818255318
1,4745	0,333873426
1,475	0,133972659
1,4755	-2,244605637
1,476	0,36374781
1,4765	2,861122638
1,477	0,044483209
1,4775	1,268437665
1,478	0,134302208
1,4785	0,390594572
1,479	0,480230044
1,4795	-1,430200604
1,48	0,219833353
1,4805	3,178096053
1,481	0,450394989
1,4815	1,023170738
1,482	0,234157713
1,4825	0,126352986
1,483	0,267347394
1,4835	-1,427406365
1,484	0,569797288
1,4845	3,20968072
1,485	0,462504036
1,4855	0,827135296
1,486	0,290498635
1,4865	-0,13281379
1,487	0,411460867
1,4875	-1,663943399
1,488	0,296327317
1,4885	3,110225709
1,489	0,149338319
1,4895	0,926257899
1,49	0,276808125
1,4905	0,543826383
1,491	0,113276977
1,4915	-1,676526527
1,492	0,352893649
1,4925	2,680558244
1,493	0,581099239
1,4935	0,502171541
1,494	0,717566615
1,4945	0,2063433
1,495	0,133822356
1,4955	-1,892377891
1,496	0,947156868
1,4965	2,990968877
1,497	0,469566154
1,4975	0,715645674
1,498	0,325208067
1,4985	0,024835604
1,499	0,980418583
1,4995	-1,690014977
1,5	0,771128431
1,5005	3,323558343
1,501	0,701142072
1,5015	0,93882435
1,502	0,144245944
1,5025	0,233379955
1,503	0,144567205
1,5035	-1,605896706
1,504	0,537901125
1,5045	3,357661478
1,505	0,499558921
1,5055	0,932467235
1,506	0,290399254
1,5065	-0,165697999
1,507	0,271995798
1,5075	-1,41841151
1,508	0,626184236
1,5085	2,977592586
1,509	0,721746564
1,5095	0,994312305
1,51	0,190863829
1,5105	-0,02961594
1,511	0,661650398
1,5115	-1,981347086
1,512	0,361658592
1,5125	2,801372794
1,513	0,854716431
1,5135	1,143200046
1,514	0,37779542
1,5145	-0,093356947
1,515	0,043489583
1,5155	-2,05133594
1,516	0,387715157
1,5165	2,791900599
1,517	0,389755287
1,5175	1,351365823
1,518	0,717276633
1,5185	-0,085623783
1,519	0,44626318
1,5195	-2,260748647
1,52	0,214442025
1,5205	2,70740948
1,521	0,728558115
1,5215	0,931764687
1,522	0,064252813
1,5225	0,132782652
1,523	0,831360074
1,5235	-1,566677571
1,524	0,986968451
1,5245	2,462343563
1,525	0,077816374
1,5255	1,24678073
1,526	0,355048022
1,5265	0,578303265
1,527	0,232729938
1,5275	-1,631628667
1,528	0,418882543
1,5285	2,829291573
1,529	0,879059935
1,5295	0,989633819
1,53	0,999523938
1,5305	-0,203952914
1,531	0,39635282
1,5315	-1,516645982
1,532	0,422635348
1,5325	2,900379401
1,533	0,994326036
1,5335	0,963901207
1,534	0,07616501
1,5345	0,24959534
1,535	0,100449163
1,5355	-1,809404559
1,536	0,534571705
1,5365	2,937776198
1,537	0,058925926
1,5375	0,970991554
1,538	0,566142662
1,5385	0,048161813
1,539	0,895554832
1,5395	-2,112742964
1,54	0,168319091
1,5405	2,99432071
1,541	0,580490035
1,5415	0,979038126
1,542	0,365213774
1,5425	-0,020281388
1,543	0,183413186
1,5435	-2,38512264
1,544	0,14338342
1,5445	2,588256219
1,545	0,489755674
1,5455	0,729085868
1,546	0,558382856
1,5465	0,0222644
1,547	0,230254891
1,5475	-2,303603373
1,548	0,792552947
1,5485	3,02710253
1,549	0,566741032
1,5495	0,515860462
1,55	0,792389299
1,5505	0,181378028
1,551	0,975842512
1,5515	-1,629008868
1,552	0,340148499
1,5525	2,565262293
1,553	0,362898794
1,5535	0,681210522
1,554	0,385315986
1,5545	-0,013699737
1,555	0,086232825
1,5555	-2,151946345
1,556	0,309456714
1,5565	3,05765754
1,557	0,528652465
1,5575	0,723401944
1,558	0,743388961
1,5585	-0,324927735
1,559	0,390131403
1,5595	-2,043171678
1,56	0,762724557
1,5605	2,918244522
1,561	0,19633808
1,5615	1,345248181
1,562	0,62769492
1,5625	0,495219917
1,563	0,440183317
1,5635	-1,851795569
1,564	0,075569138
1,5645	2,597540771
1,565	0,892789752
1,5655	0,927765177
1,566	0,502407302
1,5665	0,345761012
1,567	0,085365055
1,5675	-1,784281676
1,568	0,556981577
1,5685	2,779434654
1,569	0,219356393
1,5695	0,806762477
1,57	0,005138061
1,5705	-0,144789654
1,571	0,943628324
1,5715	-1,460150521
1,572	0,795211933
1,5725	2,646156974
1,573	0,471503856
1,5735	1,168407115
1,574	0,833081897
1,5745	0,132845203
1,575	0,2752424
1,5755	-2,040766581
1,576	0,622466112
1,5765	2,774853881
1,577	0,281247947
1,5775	1,160828535
1,578	0,32190397
1,5785	0,44037029
1,579	0,963023909
1,5795	-1,612152982
1,58	0,830949228
1,5805	2,717835918
1,581	0,647260592
1,5815	0,917080861
1,582	0,640056548
1,5825	0,561280945
1,583	0,827885556
1,5835	-2,295595947
1,584	0,358206579
1,5845	3,279163788
1,585	0,842981791
1,5855	1,360208437
1,586	0,357751597
1,5865	0,451584121
1,587	0,501953895
1,5875	-1,499343947
1,588	0,093531045
1,5885	2,974286389
1,589	0,259361808
1,5895	0,519280516
1,59	0,668061375
1,5905	-0,259779293
1,591	0,832065603
1,5915	-1,500531371
1,592	0,101397987
1,5925	3,179072541
1,593	0,73424196
1,5935	1,132129106
1,594	0,766587088
1,5945	0,325447043
1,595	0,732211989
1,5955	-1,553589959
1,596	0,258356348
1,5965	2,949497569
1,597	0,555814613
1,5975	1,041660844
1,598	0,82869148
1,5985	-0,050825618
1,599	0,587626125
1,5995	-1,755921936
1,6	0,173185671
1,6005	2,745420512
1,601	0,99497297
1,6015	1,071453188
1,602	0,687990414
1,6025	0,527828719
1,603	0,637738712
1,6035	-2,184773244
1,604	0,619983481
1,6045	3,324256459
1,605	0,446082447
1,6055	1,337320706
1,606	0,694894371
1,6065	0,385099003
1,607	0,32965652
1,6075	-1,885135528
1,608	0,555443273
1,6085	2,61445472
1,609	0,367140888
1,6095	0,771987418
1,61	0,618099944
1,6105	0,242283249
1,611	0,322749068
1,6115	-2,211676081
1,612	0,827449956
1,6125	3,190953459
1,613	0,742092972
1,6135	1,29521555
1,614	0,769900351
1,6145	-0,184540184
1,615	0,837920418
1,6155	-2,310604171
1,616	0,702427513
1,6165	2,892070976
1,617	0,402289214
1,6175	0,662830192
1,618	0,186766446
1,6185	0,273002219
1,619	0,463036289
1,6195	-2,044294486
1,62	0,384905664
1,6205	3,391098488
1,621	0,83735527
1,6215	0,90079033
1,622	0,691247926
1,6225	0,124914132
1,623	0,888889988
1,6235	-2,230993638
1,624	0,443704224
1,6245	2,842405368
1,625	0,031109812
1,6255	0,454005829
1,626	0,627806602
1,6265	0,454631433
1,627	0,955783504
1,6275	-2,066392904
1,628	0,438741813
1,6285	2,701197173
1,629	0,578137728
1,6295	1,258136342
1,63	0,438141541
1,6305	-0,162908644
1,631	0,964597739
1,6315	-1,732569309
1,632	0,137196655
1,6325	3,071626829
1,633	0,939591814
1,6335	0,694041059
1,634	0,355625832
1,6345	0,387223098
1,635	0,554372853
1,6355	-2,065551152
1,636	0,10241232
1,6365	2,63754427
1,637	0,855892435
1,6375	0,669971646
1,638	0,076227371
1,6385	-0,350765014
1,639	0,182522444
1,6395	-2,393945854
1,64	0,168497446
1,6405	2,708699342
1,641	0,182506673
1,6415	0,627618147
1,642	0,272284987
1,6425	-0,280495539
1,643	0,950116053
1,6435	-1,682005864
1,644	0,217571771
1,6445	2,812217636
1,645	0,753032941
1,6455	0,905358366
1,646	0,651363528
1,6465	-0,154233251
1,647	0,59650421
1,6475	-1,996710609
1,648	0,936516085
1,6485	3,031960179
1,649	0,727461434
1,6495	0,917784306
1,65	0,99317117
1,6505	-0,112906003
1,651	0,805084147
1,6515	-1,608078614
1,652	0,9995351
1,6525	2,836996458
1,653	0,319181573
1,6535	0,823318476
1,654	0,597584718
1,6545	-0,000189866
1,655	0,886594721
1,6555	-1,721280177
1,656	0,232133883
1,6565	2,978420765
1,657	0,635440885
1,6575	1,088947416
1,658	0,550042449
1,6585	0,063439637
1,659	0,333241862
1,6595	-1,670068756
1,66	0,920087263
1,6605	3,099665401
1,661	0,02293443
1,6615	1,391040236
1,662	0,460915304
1,6625	0,558255356
1,663	0,436747473
1,6635	-2,277742875
1,664	0,940425945
1,6645	2,484790684
1,665	0,397148788
1,6655	0,82380888
1,666	0,120412433
1,6665	-0,15983758
1,667	0,223777479
1,6675	-1,5095269
1,668	0,051936354
1,6685	3,204373971
1,669	0,925122659
1,6695	0,756857392
1,67	0,506573875
1,6705	0,137014456
1,671	0,846709115
1,6715	-1,983890758
1,672	0,924312121
1,6725	2,745374405
1,673	0,209834388
1,6735	1,210192013
1,674	0,29348253
1,6745	-0,144530934
1,675	0,031934216
1,6755	-1,846511155
1,676	0,871993977
1,6765	2,608592346
1,677	0,870609269
1,6775	1,184008252
1,678	0,500707365
1,6785	-0,388137344
1,679	0,49751295
1,6795	-1,559429398
1,68	0,711322539
1,6805	3,046787421
1,681	0,609301187
1,6815	0,672747706
1,682	0,633191472
1,6825	0,047606849
1,683	0,371800542
1,6835	-1,757188323
1,684	0,072081896
1,6845	2,698554717
1,685	0,125367833
1,6855	0,422268646
1,686	0,041141819
1,6865	0,578794357
1,687	0,077903917
1,6875	-1,501630722
1,688	0,030494853
1,6885	2,76248862
1,689	0,442111946
1,6895	1,179298024
1,69	0,509035868
1,6905	-0,120340271
1,691	0,356551014
1,6915	-1,710857566
1,692	0,814895574
1,6925	3,407414375
1,693	0,953854197
1,6935	1,389775427
1,694	0,729072227
1,6945	0,037920755
1,695	0,685234709
1,6955	-1,856883334
1,696	0,532272913
1,6965	2,548956433
1,697	0,431813141
1,6975	0,664200675
1,698	0,060245548
1,6985	0,179541855
1,699	0,048698054
1,6995	-1,763972966
1,7	0,422838162
1,7005	3,283276086
1,701	0,203944962
1,7015	0,692305161
1,702	0,250970763
1,7025	0,402614146
1,703	0,004791461
1,7035	-1,784242775
1,704	0,687361402
1,7045	2,732470204
1,705	0,605131252
1,7055	1,100990559
1,706	0,145377841
1,7065	0,514196411
1,707	0,566751418
1,7075	-1,981191685
1,708	0,833920451
1,7085	2,70601558
1,709	0,737782483
1,7095	0,798926001
1,71	0,342839353
1,7105	0,249153999
1,711	0,544748055
1,7115	-1,889131574
1,712	0,616176077
1,7125	2,672930053
1,713	0,984196537
1,7135	0,995095367
1,714	0,490743716
1,7145	0,389884005
1,715	0,744485101
1,7155	-2,131216077
1,716	0,969730068
1,7165	3,324419668
1,717	0,666057641
1,7175	1,165906129
1,718	0,856317337
1,7185	0,053245367
1,719	0,175799034
1,7195	-1,70858866
1,72	0,568294012
1,7205	2,869863262
1,721	0,636376903
1,7215	1,367092343
1,722	0,515634288
1,7225	0,237123664
1,723	0,405013195
1,7235	-2,403127839
1,724	0,760528282
1,7245	3,399318242
1,725	0,213221694
1,7255	1,407845006
1,726	0,116008165
1,7265	0,133096987
1,727	0,709690701
1,7275	-2,237414076
1,728	0,319893072
1,7285	3,117721849
1,729	0,395512913
1,7295	0,429438611
1,73	0,335946307
1,7305	0,041223081
1,731	0,2696717
1,7315	-1,749059444
1,732	0,048776183
1,7325	3,237571936
1,733	0,077413382
1,7335	0,843535254
1,734	0,993678223
1,7345	0,114681175
1,735	0,132154671
1,7355	-2,38626181
1,736	0,145132243
1,7365	2,777725342
1,737	0,420393404
1,7375	0,657107052
1,738	0,817795644
1,7385	0,369112139
1,739	0,072184742
1,7395	-1,564126893
1,74	0,297615882
1,7405	3,364504156
1,741	0,467990755
1,7415	0,541053733
1,742	0,267813971
1,7425	0,078221518
1,743	0,12060666
1,7435	-1,708870717
1,744	0,84429067
1,7445	2,491644912
1,745	0,415160838
1,7455	0,472969452
1,746	0,438286657
1,7465	0,071631108
1,747	0,981094411
1,7475	-1,7370422
1,748	0,522636389
1,7485	2,416533898
1,749	0,760751221
1,7495	0,492389913
1,75	0,70810961
1,7505	0,159494724
1,751	0,884771429
1,7515	-1,5543591
1,752	0,006193392
1,7525	2,67759427
1,753	0,909227013
1,7535	0,734446434
1,754	0,048692957
1,7545	0,020525047
1,755	0,753666697
1,7555	-2,21990005
1,756	0,81953985
1,7565	2,919271028
1,757	0,944560881
1,7575	1,076872703
1,758	0,333666868
1,7585	0,207384972
1,759	0,837477888
1,7595	-2,342090317
1,76	0,245189274
1,7605	3,398090337
1,761	0,711948817
1,7615	0,60926466
1,762	0,205974408
1,7625	0,195641605
1,763	0,849226506
1,7635	-1,449257343
1,764	0,325186131
1,7645	2,510147561
1,765	0,938855921
1,7655	1,098606476
1,766	0,64583285
1,7665	-0,007204551
1,767	0,393108435
1,7675	-1,7374636
1,768	0,588792639
1,7685	3,172032651
1,769	0,696444491
1,7695	0,914191386
1,77	0,070904666
1,7705	-0,102803309
1,771	0,50988034
1,7715	-1,502577558
1,772	0,526509145
1,7725	3,140737663
1,773	0,370672113
1,7735	0,698955356
1,774	0,960730677
1,7745	0,569476348
1,775	0,680815546
1,7755	-2,161892702
1,776	0,585458403
1,7765	2,536737276
1,777	0,767233343
1,7775	0,907103405
1,778	0,209819529
1,7785	0,398757785
1,779	0,942855434
1,7795	-1,458547182
1,78	0,975823574
1,7805	2,645799914
1,781	0,843273082
1,7815	0,474148306
1,782	0,027139713
1,7825	-0,008335745
1,783	0,161232428
1,7835	-1,931786297
1,784	0,201123048
1,7845	2,933421451
1,785	0,768811303
1,7855	1,130761254
1,786	0,194776244
1,7865	-0,298614517
1,787	0,426255681
1,7875	-1,814998527
1,788	0,424359654
1,7885	2,872577067
1,789	0,869758018
1,7895	0,502531237
1,79	0,407195683
1,7905	-0,189339426
1,791	0,678010188
1,7915	-1,869167348
1,792	0,5148575
1,7925	2,568805085
1,793	0,099517732
1,7935	1,255176193
1,794	0,704355454
1,7945	0,422399745
1,795	0,365334928
1,7955	-2,264030521
1,796	0,200980748
1,7965	2,778424757
1,797	0,20643435
1,7975	0,690977146
1,798	0,27370066
1,7985	0,04877259
1,799	0,321861544
1,7995	-2,163479691
1,8	0,69234303
1,8005	2,858213838
1,801	0,971119888
1,8015	1,030246761
1,802	0,413571512
1,8025	-0,37533675
1,803	0,188079032
1,8035	-2,171784666
1,804	0,792891036
1,8045	2,736941023
1,805	0,844516356
1,8055	0,625259027
1,806	0,140525568
1,8065	0,394042273
1,807	0,491543502
1,8075	-1,685425688
1,808	0,667636498
1,8085	2,916774612
1,809	0,748063888
1,8095	1,227570842
1,81	0,828809062
1,8105	0,508958524
1,811	0,236868992
1,8115	-2,213072975
1,812	0,159520704
1,8125	2,786492247
1,813	0,986558641
1,8135	1,304616876
1,814	0,432295372
1,8145	-0,013202347
1,815	0,270763102
1,8155	-1,483918992
1,816	0,135281151
1,8165	2,888682276
1,817	0,848977992
1,8175	1,273032403
1,818	0,431033185
1,8185	-0,289560914
1,819	0,003318997
1,8195	-1,743866307
1,82	0,345280852
1,8205	2,690689635
1,821	0,841018068
1,8215	0,917789032
1,822	0,188247169
1,8225	-0,215578224
1,823	0,879947464
1,8235	-2,325824259
